zone,annee,year,pathologie,code_pathologie,nom_pathologie,region_departement,code_departement_region,nom_departement_region,hospi_prog_24h,hospi_autres_24h,hospi_total_24h,hospi_1J,hospi_2J,hospi_3J,hospi_4J,hospi_5J,hospi_6J,hospi_7J,hospi_8J,hospi_9J,hospi_10J_19J,hospi_20J_29J,hospi_30J,total_hospi,AVG_duree_hospi,cle_unique,service,Classification,cle_unique_2
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,2B - Haute-Corse,,Haute-Corse,818,0,820,63,20,8,0,0,0,0,0,0,0,0,0,916,1.55,2B - Haute-Corse_15117_2019,O,O,2B - Haute-Corse_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,2B - Haute-Corse,,Haute-Corse,670,0,672,59,28,4,3,0,0,0,0,0,0,0,1,770,1.94,2B - Haute-Corse_15117_2020,O,O,2B - Haute-Corse_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,2B - Haute-Corse,,Haute-Corse,626,0,627,45,19,9,0,0,0,0,0,0,0,0,0,704,1.68,2B - Haute-Corse_15117_2021,O,O,2B - Haute-Corse_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,2B - Haute-Corse,,Haute-Corse,567,0,569,43,22,8,0,0,0,0,0,0,0,0,0,644,1.6,2B - Haute-Corse_15117_2022,O,O,2B - Haute-Corse_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,43 - Haute-Loire,43,Haute-Loire,510,0,510,57,13,6,0,0,0,0,0,0,0,0,0,587,1.4,43 - Haute-Loire_15117_2018,O,O,43 - Haute-Loire_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,43 - Haute-Loire,43,Haute-Loire,488,0,488,49,19,7,3,0,0,0,0,0,0,0,0,567,1.58,43 - Haute-Loire_15117_2019,O,O,43 - Haute-Loire_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,43 - Haute-Loire,43,Haute-Loire,476,0,476,54,19,6,0,0,0,0,0,0,0,0,0,558,1.55,43 - Haute-Loire_15117_2020,O,O,43 - Haute-Loire_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,43 - Haute-Loire,43,Haute-Loire,508,0,508,80,17,5,0,0,0,0,0,0,0,0,0,610,1.26,43 - Haute-Loire_15117_2021,O,O,43 - Haute-Loire_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,43 - Haute-Loire,43,Haute-Loire,500,0,500,57,12,0,0,0,0,0,0,0,0,0,0,573,1.38,43 - Haute-Loire_15117_2022,O,O,43 - Haute-Loire_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,52 - Haute-Marne,52,Haute-Marne,499,0,500,47,25,9,0,0,0,0,0,0,0,0,0,586,1.83,52 - Haute-Marne_15117_2018,O,O,52 - Haute-Marne_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,52 - Haute-Marne,52,Haute-Marne,496,0,497,47,16,6,3,0,0,0,0,0,0,0,0,573,1.78,52 - Haute-Marne_15117_2019,O,O,52 - Haute-Marne_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,52 - Haute-Marne,52,Haute-Marne,452,0,452,50,21,4,0,0,0,0,0,0,0,0,0,532,1.68,52 - Haute-Marne_15117_2020,O,O,52 - Haute-Marne_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,52 - Haute-Marne,52,Haute-Marne,523,0,523,56,18,5,0,0,0,0,0,0,0,0,0,605,1.56,52 - Haute-Marne_15117_2021,O,O,52 - Haute-Marne_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,52 - Haute-Marne,52,Haute-Marne,488,0,490,76,16,3,4,0,0,0,0,0,0,0,0,592,1.48,52 - Haute-Marne_15117_2022,O,O,52 - Haute-Marne_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,971 - Guadeloupe,971,Guadeloupe,1915,6,1921,240,82,33,18,6,6,0,0,0,0,0,3,2312,1.93,971 - Guadeloupe_15117_2018,O,O,971 - Guadeloupe_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,971 - Guadeloupe,971,Guadeloupe,1844,6,1850,239,72,31,16,7,0,0,0,0,0,0,0,2222,1.69,971 - Guadeloupe_15117_2019,O,O,971 - Guadeloupe_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,971 - Guadeloupe,971,Guadeloupe,1792,8,1800,206,82,26,13,5,0,0,0,0,3,0,5,2143,3.42,971 - Guadeloupe_15117_2020,O,O,971 - Guadeloupe_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,971 - Guadeloupe,971,Guadeloupe,1593,8,1601,232,83,17,10,5,0,0,0,0,3,0,4,1961,2.38,971 - Guadeloupe_15117_2021,O,O,971 - Guadeloupe_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,971 - Guadeloupe,971,Guadeloupe,1612,5,1617,250,50,27,13,6,3,0,0,0,0,0,1,1970,1.73,971 - Guadeloupe_15117_2022,O,O,971 - Guadeloupe_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,972 - Martinique,972,Martinique,1875,0,1876,123,43,16,14,0,4,0,0,0,0,0,0,2081,1.81,972 - Martinique_15117_2018,O,O,972 - Martinique_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,972 - Martinique,972,Martinique,1834,0,1834,130,35,16,6,3,4,0,0,0,0,0,1,2031,1.92,972 - Martinique_15117_2019,O,O,972 - Martinique_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,972 - Martinique,972,Martinique,1507,0,1507,111,47,13,5,6,0,0,0,0,0,0,0,1694,1.79,972 - Martinique_15117_2020,O,O,972 - Martinique_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,972 - Martinique,972,Martinique,1885,0,1885,107,39,18,7,3,3,0,0,0,5,0,0,2071,2.23,972 - Martinique_15117_2021,O,O,972 - Martinique_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,972 - Martinique,972,Martinique,1421,0,1421,121,36,11,5,3,0,0,0,0,0,0,0,1604,1.76,972 - Martinique_15117_2022,O,O,972 - Martinique_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,05 - Hautes-Alpes,5,Hautes-Alpes,321,0,321,52,31,7,4,0,0,0,0,0,0,0,0,420,2,05 - Hautes-Alpes_15117_2018,O,O,05 - Hautes-Alpes_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,05 - Hautes-Alpes,5,Hautes-Alpes,272,0,272,57,14,5,0,0,0,0,0,0,0,0,0,351,1.48,05 - Hautes-Alpes_15117_2019,O,O,05 - Hautes-Alpes_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,05 - Hautes-Alpes,5,Hautes-Alpes,285,0,286,62,14,3,0,0,0,0,0,0,0,0,0,369,1.42,05 - Hautes-Alpes_15117_2020,O,O,05 - Hautes-Alpes_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,05 - Hautes-Alpes,5,Hautes-Alpes,280,0,280,53,6,6,0,0,0,0,0,0,0,0,0,349,1.61,05 - Hautes-Alpes_15117_2021,O,O,05 - Hautes-Alpes_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,05 - Hautes-Alpes,5,Hautes-Alpes,278,0,278,56,13,5,4,0,0,0,0,0,0,0,0,358,1.56,05 - Hautes-Alpes_15117_2022,O,O,05 - Hautes-Alpes_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,28 - Eure-et-Loir,28,Eure-et-Loir,1012,0,1012,147,41,14,10,5,3,0,0,0,0,0,0,1233,1.63,28 - Eure-et-Loir_15117_2018,O,O,28 - Eure-et-Loir_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,28 - Eure-et-Loir,28,Eure-et-Loir,1047,3,1050,138,68,16,0,3,0,0,0,0,0,0,0,1279,1.57,28 - Eure-et-Loir_15117_2019,O,O,28 - Eure-et-Loir_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,28 - Eure-et-Loir,28,Eure-et-Loir,983,0,985,98,50,18,4,3,0,0,0,0,0,0,0,1163,1.78,28 - Eure-et-Loir_15117_2020,O,O,28 - Eure-et-Loir_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,28 - Eure-et-Loir,28,Eure-et-Loir,903,0,905,122,48,17,8,5,0,0,0,0,0,0,0,1111,1.9,28 - Eure-et-Loir_15117_2021,O,O,28 - Eure-et-Loir_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,28 - Eure-et-Loir,28,Eure-et-Loir,1110,0,1112,119,50,15,4,0,0,0,0,0,0,0,0,1307,1.69,28 - Eure-et-Loir_15117_2022,O,O,28 - Eure-et-Loir_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,2A - Corse-du-Sud,,Corse-du-Sud,522,0,523,66,14,3,0,0,0,0,0,0,0,0,0,609,1.44,2A - Corse-du-Sud_15117_2018,O,O,2A - Corse-du-Sud_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,2A - Corse-du-Sud,,Corse-du-Sud,498,0,498,70,6,0,0,0,0,0,0,0,0,0,0,577,1.16,2A - Corse-du-Sud_15117_2019,O,O,2A - Corse-du-Sud_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,2A - Corse-du-Sud,,Corse-du-Sud,471,0,473,57,7,0,3,0,0,0,0,0,0,0,0,542,1.28,2A - Corse-du-Sud_15117_2020,O,O,2A - Corse-du-Sud_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,2A - Corse-du-Sud,,Corse-du-Sud,459,0,459,84,10,5,0,0,0,0,0,0,0,0,0,564,1.48,2A - Corse-du-Sud_15117_2021,O,O,2A - Corse-du-Sud_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,2A - Corse-du-Sud,,Corse-du-Sud,481,0,481,65,16,3,0,0,0,0,0,0,0,0,0,568,1.4,2A - Corse-du-Sud_15117_2022,O,O,2A - Corse-du-Sud_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,41 - Loir-et-Cher,41,Loir-et-Cher,841,0,841,113,47,15,4,0,0,0,0,0,0,0,0,1025,1.67,41 - Loir-et-Cher_15117_2018,O,O,41 - Loir-et-Cher_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,41 - Loir-et-Cher,41,Loir-et-Cher,859,0,859,100,44,14,7,0,0,0,0,0,0,0,0,1026,1.69,41 - Loir-et-Cher_15117_2019,O,O,41 - Loir-et-Cher_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,41 - Loir-et-Cher,41,Loir-et-Cher,811,0,811,108,32,8,0,0,0,0,0,0,0,0,0,965,1.56,41 - Loir-et-Cher_15117_2020,O,O,41 - Loir-et-Cher_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,41 - Loir-et-Cher,41,Loir-et-Cher,809,0,809,95,39,12,4,0,0,0,0,0,0,0,0,963,1.62,41 - Loir-et-Cher_15117_2021,O,O,41 - Loir-et-Cher_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,41 - Loir-et-Cher,41,Loir-et-Cher,889,0,890,102,34,12,3,0,0,0,0,0,0,0,0,1045,1.6,41 - Loir-et-Cher_15117_2022,O,O,41 - Loir-et-Cher_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,63 - Puy-de-Dôme,63,Puy-de-Dôme,2020,0,2020,194,61,14,3,0,0,0,0,0,0,0,0,2297,1.45,63 - Puy-de-Dôme_15117_2018,O,O,63 - Puy-de-Dôme_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,63 - Puy-de-Dôme,63,Puy-de-Dôme,1787,0,1788,201,63,10,4,0,0,0,0,0,0,0,0,2069,1.38,63 - Puy-de-Dôme_15117_2019,O,O,63 - Puy-de-Dôme_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,63 - Puy-de-Dôme,63,Puy-de-Dôme,1618,0,1618,179,73,7,4,3,0,0,0,0,0,0,1,1887,1.8,63 - Puy-de-Dôme_15117_2020,O,O,63 - Puy-de-Dôme_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,63 - Puy-de-Dôme,63,Puy-de-Dôme,1509,0,1510,214,50,8,0,0,0,0,0,0,0,0,0,1784,1.26,63 - Puy-de-Dôme_15117_2021,O,O,63 - Puy-de-Dôme_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,63 - Puy-de-Dôme,63,Puy-de-Dôme,1629,0,1630,207,41,12,4,0,0,0,0,0,0,0,0,1897,1.34,63 - Puy-de-Dôme_15117_2022,O,O,63 - Puy-de-Dôme_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,70 - Haute-Saône,70,Haute-Saône,575,0,575,77,29,15,5,3,0,0,0,0,0,0,0,708,1.83,70 - Haute-Saône_15117_2018,O,O,70 - Haute-Saône_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,70 - Haute-Saône,70,Haute-Saône,432,0,432,66,28,8,0,0,5,0,0,0,0,0,1,546,2.09,70 - Haute-Saône_15117_2019,O,O,70 - Haute-Saône_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,70 - Haute-Saône,70,Haute-Saône,346,0,346,84,24,6,4,0,0,0,0,0,0,0,0,467,1.53,70 - Haute-Saône_15117_2020,O,O,70 - Haute-Saône_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,70 - Haute-Saône,70,Haute-Saône,339,0,339,76,27,5,4,0,0,0,0,0,0,0,0,456,1.83,70 - Haute-Saône_15117_2021,O,O,70 - Haute-Saône_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,70 - Haute-Saône,70,Haute-Saône,356,0,357,71,23,11,3,0,0,0,0,0,0,0,0,467,1.73,70 - Haute-Saône_15117_2022,O,O,70 - Haute-Saône_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,74 - Haute-Savoie,74,Haute-Savoie,2383,0,2385,274,86,22,7,0,4,0,3,0,0,0,0,2786,1.59,74 - Haute-Savoie_15117_2018,O,O,74 - Haute-Savoie_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,74 - Haute-Savoie,74,Haute-Savoie,2357,0,2358,281,66,20,6,3,0,3,0,0,0,0,0,2742,1.51,74 - Haute-Savoie_15117_2019,O,O,74 - Haute-Savoie_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,74 - Haute-Savoie,74,Haute-Savoie,2257,0,2258,258,85,16,12,4,0,0,0,0,0,0,1,2639,1.62,74 - Haute-Savoie_15117_2020,O,O,74 - Haute-Savoie_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,74 - Haute-Savoie,74,Haute-Savoie,2292,0,2293,328,97,23,10,4,0,0,0,0,0,0,0,2759,1.48,74 - Haute-Savoie_15117_2021,O,O,74 - Haute-Savoie_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,74 - Haute-Savoie,74,Haute-Savoie,2387,0,2387,258,75,24,8,4,0,0,0,0,3,0,0,2766,1.67,74 - Haute-Savoie_15117_2022,O,O,74 - Haute-Savoie_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,79 - Deux-Sèvres,79,Deux-Sèvres,889,0,889,105,40,5,4,0,0,0,0,0,0,0,0,1045,1.45,79 - Deux-Sèvres_15117_2018,O,O,79 - Deux-Sèvres_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,79 - Deux-Sèvres,79,Deux-Sèvres,825,0,825,110,33,10,0,0,0,0,0,0,0,0,0,985,1.55,79 - Deux-Sèvres_15117_2019,O,O,79 - Deux-Sèvres_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,79 - Deux-Sèvres,79,Deux-Sèvres,834,0,834,96,29,10,3,0,0,0,0,0,0,0,0,976,1.58,79 - Deux-Sèvres_15117_2020,O,O,79 - Deux-Sèvres_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,79 - Deux-Sèvres,79,Deux-Sèvres,841,0,841,124,33,6,0,0,3,0,0,0,0,0,0,1009,1.46,79 - Deux-Sèvres_15117_2021,O,O,79 - Deux-Sèvres_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,79 - Deux-Sèvres,79,Deux-Sèvres,896,0,897,125,43,12,5,0,0,0,0,0,0,0,0,1085,1.53,79 - Deux-Sèvres_15117_2022,O,O,79 - Deux-Sèvres_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,87 - Haute-Vienne,87,Haute-Vienne,1069,0,1069,142,29,10,0,0,0,0,0,0,0,0,0,1255,1.52,87 - Haute-Vienne_15117_2018,O,O,87 - Haute-Vienne_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,87 - Haute-Vienne,87,Haute-Vienne,1098,0,1099,138,40,11,3,0,0,0,0,0,0,0,0,1294,1.44,87 - Haute-Vienne_15117_2019,O,O,87 - Haute-Vienne_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,87 - Haute-Vienne,87,Haute-Vienne,1103,0,1104,131,31,12,0,3,0,0,0,0,0,0,0,1286,1.49,87 - Haute-Vienne_15117_2020,O,O,87 - Haute-Vienne_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,87 - Haute-Vienne,87,Haute-Vienne,1213,0,1213,100,24,11,4,0,0,0,0,0,0,0,0,1355,1.55,87 - Haute-Vienne_15117_2021,O,O,87 - Haute-Vienne_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,87 - Haute-Vienne,87,Haute-Vienne,1260,0,1261,103,31,5,0,0,0,0,0,0,0,0,0,1404,1.38,87 - Haute-Vienne_15117_2022,O,O,87 - Haute-Vienne_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,94 - Val-de-Marne,94,Val-de-Marne,4576,3,4579,594,187,58,14,12,7,3,5,3,5,0,1,5470,1.7,94 - Val-de-Marne_15117_2018,O,O,94 - Val-de-Marne_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,94 - Val-de-Marne,94,Val-de-Marne,4905,4,4909,597,168,56,36,13,6,4,4,0,6,0,0,5801,1.69,94 - Val-de-Marne_15117_2019,O,O,94 - Val-de-Marne_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,94 - Val-de-Marne,94,Val-de-Marne,4588,6,4594,603,137,58,26,10,4,5,5,3,3,0,0,5450,1.65,94 - Val-de-Marne_15117_2020,O,O,94 - Val-de-Marne_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,94 - Val-de-Marne,94,Val-de-Marne,4405,0,4407,573,105,49,26,13,8,7,3,0,5,0,1,5199,1.72,94 - Val-de-Marne_15117_2021,O,O,94 - Val-de-Marne_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,94 - Val-de-Marne,94,Val-de-Marne,4422,0,4424,559,115,47,13,12,9,3,0,0,4,0,1,5191,1.61,94 - Val-de-Marne_15117_2022,O,O,94 - Val-de-Marne_2022_O
Régions,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,11 - Ile de France,11,Ile de France,44422,25,44447,4767,1701,612,249,129,69,45,34,22,60,10,7,52152,1.82,11 - Ile de France_15117_2018,O,O,11 - Ile de France_2018_O
Régions,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,11 - Ile de France,11,Ile de France,44913,22,44935,4776,1647,577,278,140,66,42,36,21,46,7,5,52576,1.78,11 - Ile de France_15117_2019,O,O,11 - Ile de France_2019_O
Régions,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,11 - Ile de France,11,Ile de France,40778,42,40820,4642,1410,529,190,115,55,48,29,21,51,8,3,47921,1.74,11 - Ile de France_15117_2020,O,O,11 - Ile de France_2020_O
Régions,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,11 - Ile de France,11,Ile de France,38923,32,38955,4716,1416,489,236,109,69,46,20,23,57,6,1,46143,1.72,11 - Ile de France_15117_2021,O,O,11 - Ile de France_2021_O
Régions,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,11 - Ile de France,11,Ile de France,37916,29,37945,4510,1222,485,209,101,70,40,17,14,50,9,5,44677,1.76,11 - Ile de France_15117_2022,O,O,11 - Ile de France_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,31 - Haute-Garonne,31,Haute-Garonne,3976,4,3980,426,167,50,20,8,6,0,0,0,5,0,0,4664,1.66,31 - Haute-Garonne_15117_2018,O,O,31 - Haute-Garonne_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,31 - Haute-Garonne,31,Haute-Garonne,4079,3,4082,508,181,59,16,9,6,0,0,0,3,0,0,4869,1.62,31 - Haute-Garonne_15117_2019,O,O,31 - Haute-Garonne_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,31 - Haute-Garonne,31,Haute-Garonne,3495,3,3498,480,133,48,17,7,7,3,0,0,0,0,0,4196,1.55,31 - Haute-Garonne_15117_2020,O,O,31 - Haute-Garonne_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,31 - Haute-Garonne,31,Haute-Garonne,3408,4,3412,543,126,38,11,10,0,5,0,0,3,0,0,4151,1.49,31 - Haute-Garonne_15117_2021,O,O,31 - Haute-Garonne_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,31 - Haute-Garonne,31,Haute-Garonne,3138,0,3138,527,146,35,16,10,7,0,0,0,3,0,0,3883,1.51,31 - Haute-Garonne_15117_2022,O,O,31 - Haute-Garonne_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,62 - Pas-de-Calais,62,Pas-de-Calais,4572,0,4574,460,165,53,19,8,4,4,0,0,0,0,0,5289,1.59,62 - Pas-de-Calais_15117_2018,O,O,62 - Pas-de-Calais_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,62 - Pas-de-Calais,62,Pas-de-Calais,4613,4,4617,438,175,46,22,8,6,0,0,0,0,0,0,5314,1.58,62 - Pas-de-Calais_15117_2019,O,O,62 - Pas-de-Calais_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,62 - Pas-de-Calais,62,Pas-de-Calais,4005,3,4008,426,150,40,14,7,4,0,0,0,4,0,0,4656,1.61,62 - Pas-de-Calais_15117_2020,O,O,62 - Pas-de-Calais_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,62 - Pas-de-Calais,62,Pas-de-Calais,3807,0,3807,440,158,37,9,6,3,0,0,0,0,0,0,4463,1.49,62 - Pas-de-Calais_15117_2021,O,O,62 - Pas-de-Calais_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,62 - Pas-de-Calais,62,Pas-de-Calais,3957,0,3957,441,167,38,9,4,0,0,0,0,0,0,0,4621,1.48,62 - Pas-de-Calais_15117_2022,O,O,62 - Pas-de-Calais_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,22 - Côtes-d'Armor,22,Côtes-d'Armor,1597,3,1600,187,74,15,4,0,0,0,0,0,0,0,0,1884,1.49,22 - Côtes-d'Armor_15117_2018,O,O,22 - Côtes-d'Armor_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,22 - Côtes-d'Armor,22,Côtes-d'Armor,1571,3,1574,195,71,18,4,4,0,0,0,0,0,0,0,1870,1.54,22 - Côtes-d'Armor_15117_2019,O,O,22 - Côtes-d'Armor_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,22 - Côtes-d'Armor,22,Côtes-d'Armor,1597,0,1598,135,66,12,3,0,0,0,0,0,0,0,0,1814,1.45,22 - Côtes-d'Armor_15117_2020,O,O,22 - Côtes-d'Armor_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,22 - Côtes-d'Armor,22,Côtes-d'Armor,1559,0,1561,148,60,12,0,0,0,0,0,0,0,0,0,1784,1.45,22 - Côtes-d'Armor_15117_2021,O,O,22 - Côtes-d'Armor_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,22 - Côtes-d'Armor,22,Côtes-d'Armor,1620,6,1626,166,61,12,5,0,0,0,0,0,0,0,0,1873,1.43,22 - Côtes-d'Armor_15117_2022,O,O,22 - Côtes-d'Armor_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,37 - Indre-et-Loire,37,Indre-et-Loire,1596,3,1599,180,79,19,7,5,3,0,0,0,3,0,0,1896,1.7,37 - Indre-et-Loire_15117_2018,O,O,37 - Indre-et-Loire_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,37 - Indre-et-Loire,37,Indre-et-Loire,1585,0,1586,173,57,23,5,3,0,0,0,0,0,0,0,1847,1.49,37 - Indre-et-Loire_15117_2019,O,O,37 - Indre-et-Loire_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,37 - Indre-et-Loire,37,Indre-et-Loire,1641,0,1643,169,64,6,4,0,0,0,0,0,0,0,0,1891,1.44,37 - Indre-et-Loire_15117_2020,O,O,37 - Indre-et-Loire_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,37 - Indre-et-Loire,37,Indre-et-Loire,1612,0,1613,184,50,16,0,0,0,0,0,0,0,0,0,1870,1.45,37 - Indre-et-Loire_15117_2021,O,O,37 - Indre-et-Loire_2021_O
