zone,annee,year,pathologie,code_pathologie,nom_pathologie,region_departement,code_departement_region,nom_departement_region,hospi_prog_24h,hospi_autres_24h,hospi_total_24h,hospi_1J,hospi_2J,hospi_3J,hospi_4J,hospi_5J,hospi_6J,hospi_7J,hospi_8J,hospi_9J,hospi_10J_19J,hospi_20J_29J,hospi_30J,total_hospi,AVG_duree_hospi,cle_unique,service,Classification,cle_unique_2
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,37 - Indre-et-Loire,37,Indre-et-Loire,1695,0,1695,159,28,11,4,3,3,0,0,0,0,0,0,1906,1.55,37 - Indre-et-Loire_15117_2022,O,O,37 - Indre-et-Loire_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,47 - Lot-et-Garonne,47,Lot-et-Garonne,1123,4,1127,101,43,14,5,0,3,0,0,0,0,0,0,1297,1.76,47 - Lot-et-Garonne_15117_2018,O,O,47 - Lot-et-Garonne_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,47 - Lot-et-Garonne,47,Lot-et-Garonne,1016,0,1018,88,36,21,5,0,0,0,0,0,0,0,0,1174,1.86,47 - Lot-et-Garonne_15117_2019,O,O,47 - Lot-et-Garonne_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,47 - Lot-et-Garonne,47,Lot-et-Garonne,844,4,848,85,37,10,5,3,0,0,0,0,0,0,0,989,1.59,47 - Lot-et-Garonne_15117_2020,O,O,47 - Lot-et-Garonne_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,47 - Lot-et-Garonne,47,Lot-et-Garonne,834,3,837,90,31,13,3,3,0,0,0,0,0,0,0,980,1.7,47 - Lot-et-Garonne_15117_2021,O,O,47 - Lot-et-Garonne_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,47 - Lot-et-Garonne,47,Lot-et-Garonne,840,0,841,97,27,10,0,0,0,0,0,0,0,0,0,976,1.37,47 - Lot-et-Garonne_15117_2022,O,O,47 - Lot-et-Garonne_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,49 - Maine-et-Loire,49,Maine-et-Loire,2136,0,2136,207,69,17,9,0,0,0,0,0,0,0,0,2444,1.54,49 - Maine-et-Loire_15117_2018,O,O,49 - Maine-et-Loire_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,49 - Maine-et-Loire,49,Maine-et-Loire,2246,0,2247,229,76,20,4,4,3,3,0,0,0,0,0,2589,1.59,49 - Maine-et-Loire_15117_2019,O,O,49 - Maine-et-Loire_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,49 - Maine-et-Loire,49,Maine-et-Loire,2198,0,2198,244,51,15,3,0,3,0,0,0,0,0,1,2518,1.57,49 - Maine-et-Loire_15117_2020,O,O,49 - Maine-et-Loire_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,49 - Maine-et-Loire,49,Maine-et-Loire,2181,0,2181,211,49,17,3,5,0,0,3,0,0,0,0,2473,1.54,49 - Maine-et-Loire_15117_2021,O,O,49 - Maine-et-Loire_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,49 - Maine-et-Loire,49,Maine-et-Loire,2185,0,2186,224,49,13,10,4,3,0,0,0,0,0,0,2490,1.48,49 - Maine-et-Loire_15117_2022,O,O,49 - Maine-et-Loire_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,76 - Seine-Maritime,76,Seine-Maritime,3412,0,3413,490,194,39,19,10,3,3,0,0,0,0,0,4175,1.58,76 - Seine-Maritime_15117_2018,O,O,76 - Seine-Maritime_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,76 - Seine-Maritime,76,Seine-Maritime,3454,3,3457,490,157,51,16,8,8,4,0,0,0,0,1,4196,1.66,76 - Seine-Maritime_15117_2019,O,O,76 - Seine-Maritime_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,76 - Seine-Maritime,76,Seine-Maritime,3220,0,3222,534,147,41,11,8,4,3,0,3,4,0,0,3979,1.54,76 - Seine-Maritime_15117_2020,O,O,76 - Seine-Maritime_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,76 - Seine-Maritime,76,Seine-Maritime,3122,0,3123,585,112,43,15,9,4,0,0,0,5,0,0,3900,1.51,76 - Seine-Maritime_15117_2021,O,O,76 - Seine-Maritime_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,76 - Seine-Maritime,76,Seine-Maritime,3050,0,3051,482,106,39,14,9,0,0,0,0,4,0,0,3711,1.54,76 - Seine-Maritime_15117_2022,O,O,76 - Seine-Maritime_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,77 - Seine-et-Marne,77,Seine-et-Marne,4298,0,4299,505,208,76,33,18,9,4,4,0,3,0,0,5161,1.79,77 - Seine-et-Marne_15117_2018,O,O,77 - Seine-et-Marne_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,77 - Seine-et-Marne,77,Seine-et-Marne,4348,0,4348,560,208,76,30,19,9,4,4,0,6,0,1,5267,1.82,77 - Seine-et-Marne_15117_2019,O,O,77 - Seine-et-Marne_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,77 - Seine-et-Marne,77,Seine-et-Marne,4041,4,4045,532,181,68,24,16,6,3,3,3,4,0,0,4886,1.73,77 - Seine-et-Marne_15117_2020,O,O,77 - Seine-et-Marne_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,77 - Seine-et-Marne,77,Seine-et-Marne,3898,4,3902,536,205,76,38,13,5,5,0,0,5,0,0,4789,1.75,77 - Seine-et-Marne_15117_2021,O,O,77 - Seine-et-Marne_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,77 - Seine-et-Marne,77,Seine-et-Marne,3660,0,3662,550,172,70,29,23,10,4,3,0,9,0,1,4537,1.91,77 - Seine-et-Marne_15117_2022,O,O,77 - Seine-et-Marne_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,92 - Hauts-de-Seine,92,Hauts-de-Seine,5666,5,5671,556,196,58,23,10,5,0,0,0,7,0,1,6532,1.71,92 - Hauts-de-Seine_15117_2018,O,O,92 - Hauts-de-Seine_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,92 - Hauts-de-Seine,92,Hauts-de-Seine,5489,5,5494,513,182,59,24,12,6,3,3,0,0,0,0,6299,1.63,92 - Hauts-de-Seine_15117_2019,O,O,92 - Hauts-de-Seine_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,92 - Hauts-de-Seine,92,Hauts-de-Seine,5097,7,5104,522,147,39,18,15,3,6,0,0,4,0,1,5862,1.64,92 - Hauts-de-Seine_15117_2020,O,O,92 - Hauts-de-Seine_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,92 - Hauts-de-Seine,92,Hauts-de-Seine,4653,0,4654,523,150,40,30,8,10,7,4,3,7,0,0,5436,1.73,92 - Hauts-de-Seine_15117_2021,O,O,92 - Hauts-de-Seine_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,92 - Hauts-de-Seine,92,Hauts-de-Seine,4498,4,4502,531,122,44,23,9,9,4,3,0,3,0,1,5252,1.91,92 - Hauts-de-Seine_15117_2022,O,O,92 - Hauts-de-Seine_2022_O
Départements,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,06 - Alpes-Maritimes,6,Alpes-Maritimes,3839,9,3848,320,119,37,15,5,0,0,0,0,0,0,0,4349,1.57,06 - Alpes-Maritimes_15117_2018,O,O,06 - Alpes-Maritimes_2018_O
Départements,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,06 - Alpes-Maritimes,6,Alpes-Maritimes,3638,4,3642,294,96,37,9,7,0,0,0,0,0,0,0,4089,1.56,06 - Alpes-Maritimes_15117_2019,O,O,06 - Alpes-Maritimes_2019_O
Départements,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,06 - Alpes-Maritimes,6,Alpes-Maritimes,3181,0,3182,327,78,23,8,5,6,0,0,0,0,0,0,3635,1.54,06 - Alpes-Maritimes_15117_2020,O,O,06 - Alpes-Maritimes_2020_O
Départements,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,06 - Alpes-Maritimes,6,Alpes-Maritimes,2954,4,2958,294,72,24,6,5,4,0,0,3,0,0,0,3368,1.51,06 - Alpes-Maritimes_15117_2021,O,O,06 - Alpes-Maritimes_2021_O
Départements,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,06 - Alpes-Maritimes,6,Alpes-Maritimes,2932,3,2935,347,90,21,6,6,0,0,0,3,4,0,0,3415,1.55,06 - Alpes-Maritimes_15117_2022,O,O,06 - Alpes-Maritimes_2022_O
Régions,2018,12/31/2018,15117-Avortement toutes causes,15117,Avortement toutes causes,32 - Hauts-de-France,32,Hauts-de-France,19304,10,19314,1977,707,246,97,42,17,17,6,0,11,0,0,22436,1.64,32 - Hauts-de-France_15117_2018,O,O,32 - Hauts-de-France_2018_O
Régions,2019,12/31/2019,15117-Avortement toutes causes,15117,Avortement toutes causes,32 - Hauts-de-France,32,Hauts-de-France,19469,20,19489,1894,705,255,95,45,26,16,3,0,10,0,0,22540,1.66,32 - Hauts-de-France_15117_2019,O,O,32 - Hauts-de-France_2019_O
Régions,2020,12/31/2020,15117-Avortement toutes causes,15117,Avortement toutes causes,32 - Hauts-de-France,32,Hauts-de-France,17871,22,17893,1856,602,195,99,38,17,12,4,5,14,5,0,20740,1.67,32 - Hauts-de-France_15117_2020,O,O,32 - Hauts-de-France_2020_O
Régions,2021,12/31/2021,15117-Avortement toutes causes,15117,Avortement toutes causes,32 - Hauts-de-France,32,Hauts-de-France,17284,13,17297,1932,596,189,73,40,12,11,8,0,9,0,1,20170,1.58,32 - Hauts-de-France_15117_2021,O,O,32 - Hauts-de-France_2021_O
Régions,2022,12/31/2022,15117-Avortement toutes causes,15117,Avortement toutes causes,32 - Hauts-de-France,32,Hauts-de-France,17572,6,17578,1812,578,188,65,35,14,12,5,0,8,0,1,20296,1.58,32 - Hauts-de-France_15117_2022,O,O,32 - Hauts-de-France_2022_O
